id,Location,Type,Count
LShr64,Sherkole,9,3
LShr86,Sherkole,9,3
HAss35,Asosa,9,0
HKum57,Kurmuk,9,0
HKum67,Kurmuk,9,3
HShr105,Sherkole,9,3
HShr12,Sherkole,9,0
HShr133,Sherkole,9,0
HShr3,Sherkole,9,3
HShr44,Sherkole,9,3
HShr48,Sherkole,9,3
HShr64,Sherkole,9,0
HShr87,Sherkole,9,0
LKum58,Kurmuk,9,3
LShr61,Sherkole,9,0
LShr73,Sherkole,9,3
HAss23,Asosa,9,3
HAss39,Asosa,9,3
HKum19,Kurmuk,9,0
HKum34,Kurmuk,9,3
HShr114,Sherkole,9,3
HShr126,Sherkole,9,0
HShr14,Sherkole,9,3
HShr146,Sherkole,9,3
HShr148,Sherkole,9,3
HShr161,Sherkole,9,3
HShr182,Sherkole,9,0
HShr31,Sherkole,9,3
HShr45,Sherkole,9,0
HShr65,Sherkole,9,0
HShr71,Sherkole,9,0
HShr77,Sherkole,9,3
HShr88,Sherkole,9,3
HShr96,Sherkole,9,3
LAss15,Asosa,9,0
LKum12,Kurmuk,9,3
LKum17,Kurmuk,9,3
LShr3,Sherkole,9,0
LShr5,Sherkole,9,3
HBab18,Bambasi,9,3
HBab23,Bambasi,9,3
HBab24,Bambasi,9,3
HBab25,Bambasi,9,3
HBab47,Bambasi,9,3
HBab48,Bambasi,9,3
HBab49,Bambasi,9,3
HBab50,Bambasi,9,3
HBab64,Bambasi,9,3
HBab66,Bambasi,9,3
HBab68,Bambasi,9,3
HBab92,Bambasi,9,3
HAss51,Asosa,9,3
HBab7,Bambasi,9,3
HBab75,Bambasi,9,3
HBab80,Bambasi,9,3
HBab81,Bambasi,9,3
HShr35,Sherkole,9,3
LBab37,Bambasi,9,3
LBab56,Bambasi,9,0
LBab57,Bambasi,9,3
LBab67,Bambasi,9,3
LBab82,Bambasi,9,3
HBab9,Bambasi,9,3
HBab21,Bambasi,9,3
HBab37,Bambasi,9,3
LBab1,Bambasi,9,0
LBab30,Bambasi,9,3
HBab13,Bambasi,9,0
HBab15,Bambasi,9,0
HBab17,Bambasi,9,0
HBab79,Bambasi,9,3
HBab95,Bambasi,9,0
HBab100,Bambasi,9,3
HBab118,Bambasi,9,3
LBab98,Bambasi,9,3
HKum9,Kurmuk,9,0
HAss14,Asosa,10,11
HAss42,Asosa,10,0
HKum11,Kurmuk,10,11
HShr118,Sherkole,10,11
HShr122,Sherkole,10,11
HShr17,Sherkole,10,11
HShr49,Sherkole,10,11
HShr70,Sherkole,10,11
HShr80,Sherkole,10,11
HShr82,Sherkole,10,11
HKum47,Kurmuk,10,11
HShr86,Sherkole,10,0
HShr98,Sherkole,10,0
LKum28,Kurmuk,10,11
LKum61,Kurmuk,10,11
LKum74,Kurmuk,10,11
LShr108,Sherkole,10,11
LShr112,Sherkole,10,11
LShr116,Sherkole,10,11
LShr132,Sherkole,10,11
LShr133,Sherkole,10,11
LShr157,Sherkole,10,11
LShr165,Sherkole,10,11
LShr171,Sherkole,10,11
LShr177,Sherkole,10,11
LShr44,Sherkole,10,11
LShr64,Sherkole,10,11
LShr86,Sherkole,10,11
HAss35,Asosa,10,0
HKum57,Kurmuk,10,0
HKum67,Kurmuk,10,0
HShr105,Sherkole,10,11
HShr12,Sherkole,10,11
HShr133,Sherkole,10,11
HShr3,Sherkole,10,0
HShr44,Sherkole,10,11
HShr48,Sherkole,10,11
HShr64,Sherkole,10,11
HShr87,Sherkole,10,11
LKum58,Kurmuk,10,0
LShr61,Sherkole,10,0
LShr73,Sherkole,10,11
HAss23,Asosa,10,11
HAss39,Asosa,10,11
HKum19,Kurmuk,10,11
HKum34,Kurmuk,10,0
HShr114,Sherkole,10,11
HShr126,Sherkole,10,11
HShr14,Sherkole,10,11
HShr146,Sherkole,10,11
HShr148,Sherkole,10,0
HShr161,Sherkole,10,0
HShr182,Sherkole,10,11
HShr31,Sherkole,10,0
HShr45,Sherkole,10,0
HShr65,Sherkole,10,11
HShr71,Sherkole,10,0
HShr77,Sherkole,10,0
HShr88,Sherkole,10,11
HShr96,Sherkole,10,0
LAss15,Asosa,10,0
LKum12,Kurmuk,10,11
LKum17,Kurmuk,10,0
LShr3,Sherkole,10,11
LShr5,Sherkole,10,11
HBab18,Bambasi,10,0
HBab23,Bambasi,10,11
HBab24,Bambasi,10,11
HBab25,Bambasi,10,11
HBab47,Bambasi,10,11
HBab48,Bambasi,10,11
HBab49,Bambasi,10,11
HBab50,Bambasi,10,11
HBab64,Bambasi,10,11
HBab66,Bambasi,10,11
HBab68,Bambasi,10,11
HBab92,Bambasi,10,11
HAss51,Asosa,10,11
HBab7,Bambasi,10,0
HBab75,Bambasi,10,0
HBab80,Bambasi,10,11
HBab81,Bambasi,10,0
HShr35,Sherkole,10,11
LBab37,Bambasi,10,11
LBab56,Bambasi,10,11
LBab57,Bambasi,10,11
LBab67,Bambasi,10,0
LBab82,Bambasi,10,11
HBab9,Bambasi,10,0
HBab21,Bambasi,10,0
HBab37,Bambasi,10,11
LBab1,Bambasi,10,11
LBab30,Bambasi,10,11
HBab13,Bambasi,10,11
HBab15,Bambasi,10,11
HBab17,Bambasi,10,11
HBab79,Bambasi,10,11
HBab95,Bambasi,10,0
HBab100,Bambasi,10,0
HBab118,Bambasi,10,0
LBab98,Bambasi,10,0
HKum9,Kurmuk,10,0
HAss14,Asosa,11,0
HAss42,Asosa,11,0
HKum11,Kurmuk,11,0
HShr118,Sherkole,11,0
HShr122,Sherkole,11,0
HShr17,Sherkole,11,0
HShr49,Sherkole,11,0
HShr70,Sherkole,11,0
HShr80,Sherkole,11,0
HShr82,Sherkole,11,0
HKum47,Kurmuk,11,0
HShr86,Sherkole,11,0
HShr98,Sherkole,11,0
LKum28,Kurmuk,11,0
LKum61,Kurmuk,11,0
LKum74,Kurmuk,11,0
LShr108,Sherkole,11,0
LShr112,Sherkole,11,0
LShr116,Sherkole,11,0
LShr132,Sherkole,11,0
LShr133,Sherkole,11,0
LShr157,Sherkole,11,0
LShr165,Sherkole,11,0
LShr171,Sherkole,11,0
LShr177,Sherkole,11,0
LShr44,Sherkole,11,0
LShr64,Sherkole,11,0
LShr86,Sherkole,11,0
HAss35,Asosa,11,0
HKum57,Kurmuk,11,0
HKum67,Kurmuk,11,0
HShr105,Sherkole,11,0
HShr12,Sherkole,11,0
HShr133,Sherkole,11,0
HShr3,Sherkole,11,0
HShr44,Sherkole,11,0
HShr48,Sherkole,11,0
HShr64,Sherkole,11,0
HShr87,Sherkole,11,0
LKum58,Kurmuk,11,0
LShr61,Sherkole,11,0
LShr73,Sherkole,11,0
HAss23,Asosa,11,0
HAss39,Asosa,11,0
HKum19,Kurmuk,11,0
HKum34,Kurmuk,11,0
HShr114,Sherkole,11,0
HShr126,Sherkole,11,0
HShr14,Sherkole,11,0
HShr146,Sherkole,11,0
HShr148,Sherkole,11,0
HShr161,Sherkole,11,0
HShr182,Sherkole,11,0
HShr31,Sherkole,11,0
HShr45,Sherkole,11,0
HShr65,Sherkole,11,0
HShr71,Sherkole,11,0
HShr77,Sherkole,11,0
HShr88,Sherkole,11,0
HShr96,Sherkole,11,0
LAss15,Asosa,11,0
LKum12,Kurmuk,11,0
LKum17,Kurmuk,11,0
LShr3,Sherkole,11,0
LShr5,Sherkole,11,0
HBab18,Bambasi,11,0
HBab23,Bambasi,11,0
HBab24,Bambasi,11,0
HBab25,Bambasi,11,0
HBab47,Bambasi,11,0
HBab48,Bambasi,11,0
HBab49,Bambasi,11,0
HBab50,Bambasi,11,0
HBab64,Bambasi,11,0
HBab66,Bambasi,11,0
HBab68,Bambasi,11,0
HBab92,Bambasi,11,0
HAss51,Asosa,11,0
HBab7,Bambasi,11,0
HBab75,Bambasi,11,0
HBab80,Bambasi,11,0
HBab81,Bambasi,11,0
HShr35,Sherkole,11,0
LBab37,Bambasi,11,0
LBab56,Bambasi,11,0
LBab57,Bambasi,11,0
LBab67,Bambasi,11,0
LBab82,Bambasi,11,0
HBab9,Bambasi,11,0
HBab21,Bambasi,11,0
HBab37,Bambasi,11,0
LBab1,Bambasi,11,0
LBab30,Bambasi,11,0
HBab13,Bambasi,11,0
HBab15,Bambasi,11,0
HBab17,Bambasi,11,0
HBab79,Bambasi,11,0
HBab95,Bambasi,11,0
HBab100,Bambasi,11,0
HBab118,Bambasi,11,0
LBab98,Bambasi,11,0
HKum9,Kurmuk,11,0
HAss14,Asosa,12,0
HAss42,Asosa,12,0
HKum11,Kurmuk,12,0
HShr118,Sherkole,12,0
HShr122,Sherkole,12,0
HShr17,Sherkole,12,0
HShr49,Sherkole,12,0
HShr70,Sherkole,12,0
HShr80,Sherkole,12,0
HShr82,Sherkole,12,0
HKum47,Kurmuk,12,0
HShr86,Sherkole,12,0
HShr98,Sherkole,12,0
LKum28,Kurmuk,12,13
LKum61,Kurmuk,12,0
LKum74,Kurmuk,12,0
LShr108,Sherkole,12,0
LShr112,Sherkole,12,0
LShr116,Sherkole,12,0
LShr132,Sherkole,12,0
LShr133,Sherkole,12,0
LShr157,Sherkole,12,0
LShr165,Sherkole,12,0
LShr171,Sherkole,12,0
LShr177,Sherkole,12,0
LShr44,Sherkole,12,13
LShr64,Sherkole,12,0
LShr86,Sherkole,12,0
HAss35,Asosa,12,0
HKum57,Kurmuk,12,13
HKum67,Kurmuk,12,0
HShr105,Sherkole,12,0
HShr12,Sherkole,12,13
HShr133,Sherkole,12,13
HShr3,Sherkole,12,0
HShr44,Sherkole,12,0
HShr48,Sherkole,12,13
HShr64,Sherkole,12,13
HShr87,Sherkole,12,13
LKum58,Kurmuk,12,13
LShr61,Sherkole,12,13
LShr73,Sherkole,12,0
HAss23,Asosa,12,0
HAss39,Asosa,12,0
HKum19,Kurmuk,12,13
HKum34,Kurmuk,12,0
HShr114,Sherkole,12,13
HShr126,Sherkole,12,13
HShr14,Sherkole,12,0
HShr146,Sherkole,12,0
HShr148,Sherkole,12,0
HShr161,Sherkole,12,0
HShr182,Sherkole,12,13
HShr31,Sherkole,12,0
HShr45,Sherkole,12,0
HShr65,Sherkole,12,13
HShr71,Sherkole,12,0
HShr77,Sherkole,12,13
HShr88,Sherkole,12,0
HShr96,Sherkole,12,0
LAss15,Asosa,12,13
LKum12,Kurmuk,12,13
LKum17,Kurmuk,12,0
LShr3,Sherkole,12,0
LShr5,Sherkole,12,0
HBab18,Bambasi,12,0
HBab23,Bambasi,12,0
HBab24,Bambasi,12,0
HBab25,Bambasi,12,0
HBab47,Bambasi,12,0
HBab48,Bambasi,12,0
HBab49,Bambasi,12,0
HBab50,Bambasi,12,0
HBab64,Bambasi,12,0
HBab66,Bambasi,12,0
HBab68,Bambasi,12,0
HBab92,Bambasi,12,0
HAss51,Asosa,12,0
HBab7,Bambasi,12,0
HBab75,Bambasi,12,0
HBab80,Bambasi,12,0
HBab81,Bambasi,12,0
HShr35,Sherkole,12,0
LBab37,Bambasi,12,0
LBab56,Bambasi,12,0
LBab57,Bambasi,12,0
LBab67,Bambasi,12,0
LBab82,Bambasi,12,0
HBab9,Bambasi,12,0
HBab21,Bambasi,12,13
HBab37,Bambasi,12,0
LBab1,Bambasi,12,13
LBab30,Bambasi,12,13
HBab13,Bambasi,12,0
HBab15,Bambasi,12,0
HBab17,Bambasi,12,0
HBab79,Bambasi,12,0
HBab95,Bambasi,12,0
HBab100,Bambasi,12,0
HBab118,Bambasi,12,0
LBab98,Bambasi,12,0
HKum9,Kurmuk,12,0
HAss14,Asosa,13,0
HAss42,Asosa,13,0
HKum11,Kurmuk,13,6
HShr118,Sherkole,13,6
HShr122,Sherkole,13,6
HShr17,Sherkole,13,6
HShr49,Sherkole,13,6
HShr70,Sherkole,13,6
HShr80,Sherkole,13,6
HShr82,Sherkole,13,6
HKum47,Kurmuk,13,6
HShr86,Sherkole,13,6
HShr98,Sherkole,13,6
LKum28,Kurmuk,13,0
LKum61,Kurmuk,13,6
LKum74,Kurmuk,13,6
LShr108,Sherkole,13,6
LShr112,Sherkole,13,6
LShr116,Sherkole,13,6
LShr132,Sherkole,13,6
LShr133,Sherkole,13,6
LShr157,Sherkole,13,6
LShr165,Sherkole,13,6
LShr171,Sherkole,13,6
LShr177,Sherkole,13,6
LShr44,Sherkole,13,6
LShr64,Sherkole,13,6
LShr86,Sherkole,13,6
HAss35,Asosa,13,0
HKum57,Kurmuk,13,0
HKum67,Kurmuk,13,6
HShr105,Sherkole,13,0
HShr12,Sherkole,13,0
HShr133,Sherkole,13,0
HShr3,Sherkole,13,0
HShr44,Sherkole,13,6
HShr48,Sherkole,13,0
HShr64,Sherkole,13,0
HShr87,Sherkole,13,0
LKum58,Kurmuk,13,6
LShr61,Sherkole,13,0
LShr73,Sherkole,13,6
HAss23,Asosa,13,6
HAss39,Asosa,13,6
HKum19,Kurmuk,13,0
HKum34,Kurmuk,13,6
HShr114,Sherkole,13,6
HShr126,Sherkole,13,0
HShr14,Sherkole,13,6
HShr146,Sherkole,13,6
HShr148,Sherkole,13,6
HShr161,Sherkole,13,0
HShr182,Sherkole,13,0
HShr31,Sherkole,13,0
HShr45,Sherkole,13,6
HShr65,Sherkole,13,0
HShr71,Sherkole,13,0
HShr77,Sherkole,13,0
HShr88,Sherkole,13,0
HShr96,Sherkole,13,0
LAss15,Asosa,13,0
LKum12,Kurmuk,13,0
LKum17,Kurmuk,13,6
LShr3,Sherkole,13,0
LShr5,Sherkole,13,6
HBab18,Bambasi,13,0
HBab23,Bambasi,13,0
HBab24,Bambasi,13,6
HBab25,Bambasi,13,6
HBab47,Bambasi,13,6
HBab48,Bambasi,13,0
HBab49,Bambasi,13,0
HBab50,Bambasi,13,6
HBab64,Bambasi,13,6
HBab66,Bambasi,13,6
HBab68,Bambasi,13,6
HBab92,Bambasi,13,6
HAss51,Asosa,13,0
HBab7,Bambasi,13,0
HBab75,Bambasi,13,6
HBab80,Bambasi,13,6
HBab81,Bambasi,13,6
HShr35,Sherkole,13,6
LBab37,Bambasi,13,0
LBab56,Bambasi,13,0
LBab57,Bambasi,13,6
LBab67,Bambasi,13,0
LBab82,Bambasi,13,0
HBab9,Bambasi,13,6
HBab21,Bambasi,13,0
HBab37,Bambasi,13,6
LBab1,Bambasi,13,0
LBab30,Bambasi,13,6
HBab13,Bambasi,13,0
HBab15,Bambasi,13,0
HBab17,Bambasi,13,0
HBab79,Bambasi,13,6
HBab95,Bambasi,13,0
HBab100,Bambasi,13,6
HBab118,Bambasi,13,6
LBab98,Bambasi,13,6
HKum9,Kurmuk,13,0
HAss14,Asosa,14,0
HAss42,Asosa,14,0
HKum11,Kurmuk,14,0
HShr118,Sherkole,14,0
HShr122,Sherkole,14,0
HShr17,Sherkole,14,0
HShr49,Sherkole,14,0
HShr70,Sherkole,14,0
HShr80,Sherkole,14,0
HShr82,Sherkole,14,0
HKum47,Kurmuk,14,0
HShr86,Sherkole,14,0
HShr98,Sherkole,14,0
LKum28,Kurmuk,14,9
LKum61,Kurmuk,14,0
LKum74,Kurmuk,14,0
LShr108,Sherkole,14,0
LShr112,Sherkole,14,0
LShr116,Sherkole,14,9
LShr132,Sherkole,14,0
LShr133,Sherkole,14,0
LShr157,Sherkole,14,0
LShr165,Sherkole,14,0
LShr171,Sherkole,14,0
LShr177,Sherkole,14,0
LShr44,Sherkole,14,0
LShr64,Sherkole,14,9
LShr86,Sherkole,14,0
HAss35,Asosa,14,0
HKum57,Kurmuk,14,0
HKum67,Kurmuk,14,0
HShr105,Sherkole,14,9
HShr12,Sherkole,14,0
HShr133,Sherkole,14,0
HShr3,Sherkole,14,0
HShr44,Sherkole,14,0
HShr48,Sherkole,14,0
HShr64,Sherkole,14,0
HShr87,Sherkole,14,0
LKum58,Kurmuk,14,0
LShr61,Sherkole,14,0
LShr73,Sherkole,14,0
HAss23,Asosa,14,0
HAss39,Asosa,14,0
HKum19,Kurmuk,14,0
HKum34,Kurmuk,14,0
HShr114,Sherkole,14,0
HShr126,Sherkole,14,0
HShr14,Sherkole,14,0
HShr146,Sherkole,14,0
HShr148,Sherkole,14,0
HShr161,Sherkole,14,9
HShr182,Sherkole,14,0
HShr31,Sherkole,14,0
HShr45,Sherkole,14,0
HShr65,Sherkole,14,0
HShr71,Sherkole,14,0
HShr77,Sherkole,14,0
HShr88,Sherkole,14,0
HShr96,Sherkole,14,0
LAss15,Asosa,14,0
LKum12,Kurmuk,14,0
LKum17,Kurmuk,14,0
LShr3,Sherkole,14,0
LShr5,Sherkole,14,9
HBab18,Bambasi,14,0
HBab23,Bambasi,14,0
HBab24,Bambasi,14,0
HBab25,Bambasi,14,0
HBab47,Bambasi,14,0
HBab48,Bambasi,14,0
HBab49,Bambasi,14,0
HBab50,Bambasi,14,0
HBab64,Bambasi,14,0
HBab66,Bambasi,14,0
HBab68,Bambasi,14,0
HBab92,Bambasi,14,0
HAss51,Asosa,14,0
HBab7,Bambasi,14,0
HBab75,Bambasi,14,0
HBab80,Bambasi,14,0
HBab81,Bambasi,14,0
HShr35,Sherkole,14,0
LBab37,Bambasi,14,9
LBab56,Bambasi,14,0
LBab57,Bambasi,14,0
LBab67,Bambasi,14,0
LBab82,Bambasi,14,0
HBab9,Bambasi,14,0
HBab21,Bambasi,14,0
HBab37,Bambasi,14,0
LBab1,Bambasi,14,0
LBab30,Bambasi,14,0
HBab13,Bambasi,14,0
HBab15,Bambasi,14,0
HBab17,Bambasi,14,0
HBab79,Bambasi,14,9
HBab95,Bambasi,14,0
HBab100,Bambasi,14,0
HBab118,Bambasi,14,0
LBab98,Bambasi,14,9
HKum9,Kurmuk,14,0
HAss14,Asosa,15,0
HAss42,Asosa,15,0
HKum11,Kurmuk,15,0
HShr118,Sherkole,15,0
HShr122,Sherkole,15,0
HShr17,Sherkole,15,0
HShr49,Sherkole,15,0
HShr70,Sherkole,15,0
HShr80,Sherkole,15,0
HShr82,Sherkole,15,0
HKum47,Kurmuk,15,0
HShr86,Sherkole,15,0
HShr98,Sherkole,15,0
LKum28,Kurmuk,15,0
LKum61,Kurmuk,15,0
LKum74,Kurmuk,15,0
LShr108,Sherkole,15,0
LShr112,Sherkole,15,0
LShr116,Sherkole,15,0
LShr132,Sherkole,15,0
LShr133,Sherkole,15,0
LShr157,Sherkole,15,0
LShr165,Sherkole,15,0
LShr171,Sherkole,15,0
LShr177,Sherkole,15,0
LShr44,Sherkole,15,0
LShr64,Sherkole,15,0
LShr86,Sherkole,15,0
HAss35,Asosa,15,0
HKum57,Kurmuk,15,0
HKum67,Kurmuk,15,0
HShr105,Sherkole,15,0
HShr12,Sherkole,15,0
HShr133,Sherkole,15,0
HShr3,Sherkole,15,0
HShr44,Sherkole,15,0
HShr48,Sherkole,15,0
HShr64,Sherkole,15,0
HShr87,Sherkole,15,0
LKum58,Kurmuk,15,0
LShr61,Sherkole,15,0
LShr73,Sherkole,15,0
HAss23,Asosa,15,0
HAss39,Asosa,15,0
HKum19,Kurmuk,15,0
HKum34,Kurmuk,15,0
HShr114,Sherkole,15,0
HShr126,Sherkole,15,0
HShr14,Sherkole,15,0
HShr146,Sherkole,15,0
HShr148,Sherkole,15,0
HShr161,Sherkole,15,0
HShr182,Sherkole,15,0
HShr31,Sherkole,15,0
HShr45,Sherkole,15,0
HShr65,Sherkole,15,0
HShr71,Sherkole,15,0
HShr77,Sherkole,15,0
HShr88,Sherkole,15,0
HShr96,Sherkole,15,0
LAss15,Asosa,15,0
LKum12,Kurmuk,15,0
LKum17,Kurmuk,15,0
LShr3,Sherkole,15,0
LShr5,Sherkole,15,0
HBab18,Bambasi,15,0
HBab23,Bambasi,15,0
HBab24,Bambasi,15,0
HBab25,Bambasi,15,0
HBab47,Bambasi,15,0
HBab48,Bambasi,15,0
HBab49,Bambasi,15,0
HBab50,Bambasi,15,0
HBab64,Bambasi,15,0
HBab66,Bambasi,15,0
HBab68,Bambasi,15,0
HBab92,Bambasi,15,0
HAss51,Asosa,15,0
HBab7,Bambasi,15,0
HBab75,Bambasi,15,0
HBab80,Bambasi,15,0
HBab81,Bambasi,15,0
HShr35,Sherkole,15,0
LBab37,Bambasi,15,0
LBab56,Bambasi,15,0
LBab57,Bambasi,15,0
LBab67,Bambasi,15,0
LBab82,Bambasi,15,0
HBab9,Bambasi,15,0
HBab21,Bambasi,15,0
HBab37,Bambasi,15,0
LBab1,Bambasi,15,0
LBab30,Bambasi,15,0
HBab13,Bambasi,15,0
HBab15,Bambasi,15,0
HBab17,Bambasi,15,0
HBab79,Bambasi,15,0
HBab95,Bambasi,15,0
HBab100,Bambasi,15,0
HBab118,Bambasi,15,0
LBab98,Bambasi,15,0
HKum9,Kurmuk,15,0
HAss14,Asosa,16,0
HAss42,Asosa,16,0
HKum11,Kurmuk,16,0
HShr118,Sherkole,16,0
HShr122,Sherkole,16,0
HShr17,Sherkole,16,0
HShr49,Sherkole,16,0
HShr70,Sherkole,16,0
HShr80,Sherkole,16,0
HShr82,Sherkole,16,0
HKum47,Kurmuk,16,0
HShr86,Sherkole,16,0
HShr98,Sherkole,16,0
LKum28,Kurmuk,16,0
LKum61,Kurmuk,16,0
LKum74,Kurmuk,16,0
LShr108,Sherkole,16,0
LShr112,Sherkole,16,0
LShr116,Sherkole,16,0
LShr132,Sherkole,16,0
LShr133,Sherkole,16,0
LShr157,Sherkole,16,0
LShr165,Sherkole,16,0
LShr171,Sherkole,16,0
LShr177,Sherkole,16,0
LShr44,Sherkole,16,0
LShr64,Sherkole,16,0
LShr86,Sherkole,16,0
HAss35,Asosa,16,0
HKum57,Kurmuk,16,0
HKum67,Kurmuk,16,0
HShr105,Sherkole,16,0
HShr12,Sherkole,16,0
HShr133,Sherkole,16,0
HShr3,Sherkole,16,0
HShr44,Sherkole,16,0
HShr48,Sherkole,16,0
HShr64,Sherkole,16,0
HShr87,Sherkole,16,0
LKum58,Kurmuk,16,0
LShr61,Sherkole,16,0
LShr73,Sherkole,16,0
HAss23,Asosa,16,0
HAss39,Asosa,16,0
HKum19,Kurmuk,16,0
HKum34,Kurmuk,16,0
HShr114,Sherkole,16,0
HShr126,Sherkole,16,0
HShr14,Sherkole,16,0
HShr146,Sherkole,16,0
HShr148,Sherkole,16,0
HShr161,Sherkole,16,0
HShr182,Sherkole,16,0
HShr31,Sherkole,16,0
HShr45,Sherkole,16,0
HShr65,Sherkole,16,0
HShr71,Sherkole,16,0
HShr77,Sherkole,16,0
HShr88,Sherkole,16,0
HShr96,Sherkole,16,0
LAss15,Asosa,16,0
LKum12,Kurmuk,16,0
LKum17,Kurmuk,16,0
LShr3,Sherkole,16,0
LShr5,Sherkole,16,0
HBab18,Bambasi,16,0
HBab23,Bambasi,16,0
HBab24,Bambasi,16,0
HBab25,Bambasi,16,0
HBab47,Bambasi,16,0
HBab48,Bambasi,16,0
HBab49,Bambasi,16,0
HBab50,Bambasi,16,0
HBab64,Bambasi,16,0
HBab66,Bambasi,16,0
HBab68,Bambasi,16,0
HBab92,Bambasi,16,0
HAss51,Asosa,16,0
HBab7,Bambasi,16,0
HBab75,Bambasi,16,0
HBab80,Bambasi,16,0
HBab81,Bambasi,16,0
HShr35,Sherkole,16,0
LBab37,Bambasi,16,0
LBab56,Bambasi,16,0
LBab57,Bambasi,16,0
LBab67,Bambasi,16,0
LBab82,Bambasi,16,0
HBab9,Bambasi,16,0
HBab21,Bambasi,16,0
HBab37,Bambasi,16,0
LBab1,Bambasi,16,0
LBab30,Bambasi,16,0
HBab13,Bambasi,16,0
HBab15,Bambasi,16,0
HBab17,Bambasi,16,0
HBab79,Bambasi,16,0
HBab95,Bambasi,16,0
HBab100,Bambasi,16,0
HBab118,Bambasi,16,0
LBab98,Bambasi,16,0
HKum9,Kurmuk,16,0
HAss14,Asosa,17,0
HAss42,Asosa,17,0
HKum11,Kurmuk,17,0
HShr118,Sherkole,17,0
HShr122,Sherkole,17,0
HShr17,Sherkole,17,0
HShr49,Sherkole,17,0
HShr70,Sherkole,17,0
HShr80,Sherkole,17,0
HShr82,Sherkole,17,0
HKum47,Kurmuk,17,0
HShr86,Sherkole,17,0
